                           time                    temp                     den                    ener                    sdot                   sneut                   s-snu                      ye                   1-sum
      1  1.0175522000000001E-04  4.3036291000000000E+08  8.4957581000000000E+08  1.163760E+18  1.964723E+06  0.000000E+00  1.964723E+06  5.000000E-01  0.000000E+00 -1.568724E-05 -7.984453E-12
      2  1.0175522001017553E-04  4.3036290999999964E+08  8.4957580999999714E+08  1.163760E+18  1.964729E+06  0.000000E+00  1.964729E+06  5.000000E-01  0.000000E+00 -1.693821E-01 -8.621146E-08
      3  1.0175522003052657E-04  4.3036290999999893E+08  8.4957580999999142E+08  1.163760E+18  1.964740E+06  0.000000E+00  1.964740E+06  5.000000E-01  0.000000E+00 -5.081096E-01 -2.586141E-07
      4  1.0175522007122866E-04  4.3036290999999744E+08  8.4957580999997985E+08  1.163760E+18  1.964764E+06  0.000000E+00  1.964764E+06  5.000000E-01  0.000000E+00 -1.185543E+00 -6.034022E-07
      5  1.0175522015263284E-04  4.3036290999999452E+08  8.4957580999995697E+08  1.163760E+18  1.964811E+06  0.000000E+00  1.964811E+06  5.000000E-01  0.000000E+00 -2.540323E+00 -1.292910E-06
      6  1.0175522031544119E-04  4.3036290999998862E+08  8.4957580999991095E+08  1.163760E+18  1.964905E+06  0.000000E+00  1.964905E+06  5.000000E-01  0.000000E+00 -5.249538E+00 -2.671650E-06
      7  1.0175522064105789E-04  4.3036290999997687E+08  8.4957580999981904E+08  1.163760E+18  1.965093E+06  0.000000E+00  1.965093E+06  5.000000E-01  0.000000E+00 -1.066659E+01 -5.428031E-06
      8  1.0175522129229130E-04  4.3036290999995339E+08  8.4957580999963522E+08  1.163760E+18  1.965469E+06  0.000000E+00  1.965469E+06  5.000000E-01  0.000000E+00 -2.149516E+01 -1.093640E-05
      9  1.0175522259475811E-04  4.3036290999990642E+08  8.4957580999926770E+08  1.163760E+18  1.966221E+06  0.000000E+00  1.966221E+06  5.000000E-01  0.000000E+00 -4.313021E+01 -2.193559E-05
     10  1.0175522519969174E-04  4.3036290999981248E+08  8.4957580999853241E+08  1.163760E+18  1.967720E+06  0.000000E+00  1.967720E+06  5.000000E-01  0.000000E+00 -8.631212E+01 -4.386401E-05
     11  1.0175523040955900E-04  4.3036290999962461E+08  8.4957580999706209E+08  1.163760E+18  1.970708E+06  0.000000E+00  1.970708E+06  5.000000E-01  0.000000E+00 -1.723242E+02 -8.744282E-05
     12  1.0175524082929354E-04  4.3036290999924886E+08  8.4957580999412119E+08  1.163760E+18  1.976634E+06  0.000000E+00  1.976634E+06  5.000000E-01  0.000000E+00 -3.429506E+02 -1.735023E-04
     13  1.0175526166876259E-04  4.3036290999849737E+08  8.4957580998823953E+08  1.163760E+18  1.988294E+06  0.000000E+00  1.988294E+06  5.000000E-01  0.000000E+00 -6.786822E+02 -3.413390E-04
     14  1.0175530334770070E-04  4.3036290999699438E+08  8.4957580997647631E+08  1.163760E+18  2.010866E+06  0.000000E+00  2.010866E+06  5.000000E-01  0.000000E+00 -1.328614E+03 -6.607171E-04
     15  1.0175538670557692E-04  4.3036290999398839E+08  8.4957580995294964E+08  1.163760E+18  2.053167E+06  0.000000E+00  2.053167E+06  5.000000E-01  0.000000E+00 -2.546595E+03 -1.240325E-03
     16  1.0175555342132937E-04  4.3036290998797643E+08  8.4957580990589643E+08  1.163760E+18  2.127483E+06  0.000000E+00  2.127483E+06  5.000000E-01  0.000000E+00 -4.686385E+03 -2.202784E-03
     17  1.0175588685283427E-04  4.3036290997595245E+08  8.4957580981178999E+08  1.163760E+18  2.242401E+06  0.000000E+00  2.242401E+06  5.000000E-01  0.000000E+00 -7.995219E+03 -3.565473E-03
     18  1.0175655371584406E-04  4.3036290995190454E+08  8.4957580962357712E+08  1.163760E+18  2.380909E+06  0.000000E+00  2.380909E+06  5.000000E-01  0.000000E+00 -1.198330E+04 -5.033078E-03
     19  1.0175788744186364E-04  4.3036290990380871E+08  8.4957580924715137E+08  1.163760E+18  2.484617E+06  0.000000E+00  2.484617E+06  5.000000E-01  0.000000E+00 -1.496937E+04 -6.024821E-03
     20  1.0176055489390281E-04  4.3036290980761701E+08  8.4957580849429977E+08  1.163760E+18  2.516518E+06  0.000000E+00  2.516518E+06  5.000000E-01  0.000000E+00 -1.588789E+04 -6.313444E-03
     21  1.0176588979798114E-04  4.3036290961523366E+08  8.4957580698859668E+08  1.163760E+18  2.518152E+06  0.000000E+00  2.518152E+06  5.000000E-01  0.000000E+00 -1.593496E+04 -6.328036E-03
     22  1.0177655960613782E-04  4.3036290923046690E+08  8.4957580397719049E+08  1.163760E+18  2.518139E+06  0.000000E+00  2.518139E+06  5.000000E-01  0.000000E+00 -1.593458E+04 -6.327917E-03
     23  1.0179789922245117E-04  4.3036290846093351E+08  8.4957579795437813E+08  1.163760E+18  2.518139E+06  0.000000E+00  2.518139E+06  5.000000E-01  0.000000E+00 -1.593458E+04 -6.327917E-03
     24  1.0184057845507785E-04  4.3036290692186660E+08  8.4957578590875340E+08  1.163760E+18  2.518140E+06  0.000000E+00  2.518140E+06  5.000000E-01  0.000000E+00 -1.593458E+04 -6.327919E-03
     25  1.0192593692033123E-04  4.3036290384373289E+08  8.4957576181750381E+08  1.163760E+18  2.518141E+06  0.000000E+00  2.518141E+06  5.000000E-01  0.000000E+00 -1.593460E+04 -6.327923E-03
     26  1.0209665385083798E-04  4.3036289768746537E+08  8.4957571363500488E+08  1.163760E+18  2.518143E+06  0.000000E+00  2.518143E+06  5.000000E-01  0.000000E+00 -1.593463E+04 -6.327931E-03
     27  1.0243808771185149E-04  4.3036288537493038E+08  8.4957561727000690E+08  1.163760E+18  2.518147E+06  0.000000E+00  2.518147E+06  5.000000E-01  0.000000E+00 -1.593470E+04 -6.327946E-03
